選挙区,都道府県,都道府県コード,区番号,対象地域,候補者数,出馬政党,総人口,有権者数,年齢_18〜29歳,年齢_30〜39歳,年齢_40〜49歳,年齢_50〜59歳,年齢_60〜69歳,年齢_70歳以上,男性比率,女性比率,世帯_単身,世帯_夫婦のみ,世帯_核家族,世帯_三世代,世帯_その他,都市化分類,都市化率,第一次産業比率,第二次産業比率,第三次産業比率,所得水準,平均年収（円）,失業率,大卒率,主要産業,経済課題,生活費指数,高齢化依存率,投票率_2021,投票率_2017,投票率_平均,支持率_自民党,支持率_立憲民主党,支持率_維新,支持率_国民民主党,支持率_共産党,支持率_れいわ,支持率_参政党,支持率_その他,イデオロギー_保守,イデオロギー_中道,イデオロギー_革新,政治関心_高,政治関心_中,政治関心_低,浮動票率,主要課題1,主要課題2,主要課題3,課題優先度_経済,課題優先度_社会保障,課題優先度_安全保障,課題優先度_教育,課題優先度_環境,課題優先度_地方創生,課題優先度_憲法改正,課題優先度_防災,ペルソナ_都市部若年勤労者,ペルソナ_郊外子育て世帯,ペルソナ_中高年会社員,ペルソナ_中高年女性労働者,ペルソナ_農村部農業従事者,ペルソナ_高齢年金受給者,ペルソナ_自営業者,ペルソナ_公務員,ペルソナ_大学生,ペルソナ_専業主婦主夫,ペルソナ_非正規雇用,ペルソナ_労働組合員
神奈川県4区,神奈川県,14,4,横浜市栄区、港南区の一部、鎌倉市,5,中道改革連合、日本維新の会、共産党、自民党、参政党,9237337,7700000,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.37,0.22,0.3,0.03,0.08,大都市,0.95,0.0,0.18,0.82,高,5400000,0.027,0.5,製造業、情報通信、商業,人口集中、高齢化の加速、基地問題,104.0,0.28,0.552,0.53,0.541,0.3,0.18,0.11,0.08,0.07,0.06,0.03,0.17,0.34,0.4,0.26,0.27,0.44,0.29,0.38,子育て・教育,都市インフラ・交通,医療・高齢者福祉,0.25,0.25,0.07,0.15,0.05,0.08,0.05,0.1,0.13,0.15,0.14,0.09,0.02,0.16,0.07,0.05,0.04,0.07,0.05,0.03
神奈川県5区,神奈川県,14,5,横浜市戸塚区、泉区、瀬谷区,4,中道改革連合、共産党、自民党、参政党,9237337,7700000,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.37,0.22,0.3,0.03,0.08,大都市,0.95,0.0,0.18,0.82,高,5400000,0.027,0.5,製造業、情報通信、商業,人口集中、高齢化の加速、基地問題,104.0,0.28,0.552,0.53,0.541,0.3,0.18,0.11,0.08,0.07,0.06,0.03,0.17,0.34,0.4,0.26,0.27,0.44,0.29,0.38,子育て・教育,都市インフラ・交通,医療・高齢者福祉,0.25,0.25,0.07,0.15,0.05,0.08,0.05,0.1,0.13,0.15,0.14,0.09,0.02,0.16,0.07,0.05,0.04,0.07,0.05,0.03
神奈川県6区,神奈川県,14,6,横浜市保土ケ谷区、旭区,4,減税日本、日本維新の会、自民党、社民党,9237337,7700000,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.37,0.22,0.3,0.03,0.08,大都市,0.95,0.0,0.18,0.82,高,5400000,0.027,0.5,製造業、情報通信、商業,人口集中、高齢化の加速、基地問題,104.0,0.28,0.552,0.53,0.541,0.3,0.18,0.11,0.08,0.07,0.06,0.03,0.17,0.34,0.4,0.26,0.27,0.44,0.29,0.38,子育て・教育,都市インフラ・交通,医療・高齢者福祉,0.25,0.25,0.07,0.15,0.05,0.08,0.05,0.1,0.13,0.15,0.14,0.09,0.02,0.16,0.07,0.05,0.04,0.07,0.05,0.03
神奈川県7区,神奈川県,14,7,横浜市港北区、都筑区,5,中道改革連合、無所属、共産党、自民党、参政党,9237337,7700000,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.37,0.22,0.3,0.03,0.08,大都市,0.95,0.0,0.18,0.82,高,5400000,0.027,0.5,製造業、情報通信、商業,人口集中、高齢化の加速、基地問題,104.0,0.28,0.552,0.53,0.541,0.3,0.18,0.11,0.08,0.07,0.06,0.03,0.17,0.34,0.4,0.26,0.27,0.44,0.29,0.38,子育て・教育,都市インフラ・交通,医療・高齢者福祉,0.25,0.25,0.07,0.15,0.05,0.08,0.05,0.1,0.13,0.15,0.14,0.09,0.02,0.16,0.07,0.05,0.04,0.07,0.05,0.03
神奈川県8区,神奈川県,14,8,横浜市緑区、青葉区,5,中道改革連合、自民党、れいわ新選組、参政党、諸派,9237337,7700000,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.37,0.22,0.3,0.03,0.08,大都市,0.95,0.0,0.18,0.82,高,5400000,0.027,0.5,製造業、情報通信、商業,人口集中、高齢化の加速、基地問題,104.0,0.28,0.552,0.53,0.541,0.3,0.18,0.11,0.08,0.07,0.06,0.03,0.17,0.34,0.4,0.26,0.27,0.44,0.29,0.38,子育て・教育,都市インフラ・交通,医療・高齢者福祉,0.25,0.25,0.07,0.15,0.05,0.08,0.05,0.1,0.13,0.15,0.14,0.09,0.02,0.16,0.07,0.05,0.04,0.07,0.05,0.03
神奈川県9区,神奈川県,14,9,川崎市川崎区、幸区,6,中道改革連合、国民民主党、日本維新の会、共産党、自民党、参政党,9237337,7700000,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.37,0.22,0.3,0.03,0.08,大都市,0.95,0.0,0.18,0.82,高,5400000,0.027,0.5,製造業、情報通信、商業,人口集中、高齢化の加速、基地問題,104.0,0.28,0.552,0.53,0.541,0.3,0.18,0.11,0.08,0.07,0.06,0.03,0.17,0.34,0.4,0.26,0.27,0.44,0.29,0.38,子育て・教育,都市インフラ・交通,医療・高齢者福祉,0.25,0.25,0.07,0.15,0.05,0.08,0.05,0.1,0.13,0.15,0.14,0.09,0.02,0.16,0.07,0.05,0.04,0.07,0.05,0.03
神奈川県10区,神奈川県,14,10,川崎市中原区、高津区,5,中道改革連合、共産党、自民党、れいわ新選組、参政党,9237337,7700000,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.37,0.22,0.3,0.03,0.08,大都市,0.95,0.0,0.18,0.82,高,5400000,0.027,0.5,製造業、情報通信、商業,人口集中、高齢化の加速、基地問題,104.0,0.28,0.552,0.53,0.541,0.3,0.18,0.11,0.08,0.07,0.06,0.03,0.17,0.34,0.4,0.26,0.27,0.44,0.29,0.38,子育て・教育,都市インフラ・交通,医療・高齢者福祉,0.25,0.25,0.07,0.15,0.05,0.08,0.05,0.1,0.13,0.15,0.14,0.09,0.02,0.16,0.07,0.05,0.04,0.07,0.05,0.03
神奈川県11区,神奈川県,14,11,川崎市宮前区、多摩区、麻生区,2,日本維新の会、自民党,9237337,7700000,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.37,0.22,0.3,0.03,0.08,大都市,0.95,0.0,0.18,0.82,高,5400000,0.027,0.5,製造業、情報通信、商業,人口集中、高齢化の加速、基地問題,104.0,0.28,0.552,0.53,0.541,0.3,0.18,0.11,0.08,0.07,0.06,0.03,0.17,0.34,0.4,0.26,0.27,0.44,0.29,0.38,子育て・教育,都市インフラ・交通,医療・高齢者福祉,0.25,0.25,0.07,0.15,0.05,0.08,0.05,0.1,0.13,0.15,0.14,0.09,0.02,0.16,0.07,0.05,0.04,0.07,0.05,0.03
神奈川県12区,神奈川県,14,12,藤沢市、綾瀬市,4,国民民主党、共産党、自民党、参政党,9237337,7700000,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.37,0.22,0.3,0.03,0.08,大都市,0.95,0.0,0.18,0.82,高,5400000,0.027,0.5,製造業、情報通信、商業,人口集中、高齢化の加速、基地問題,104.0,0.28,0.552,0.53,0.541,0.3,0.18,0.11,0.08,0.07,0.06,0.03,0.17,0.34,0.4,0.26,0.27,0.44,0.29,0.38,子育て・教育,都市インフラ・交通,医療・高齢者福祉,0.25,0.25,0.07,0.15,0.05,0.08,0.05,0.1,0.13,0.15,0.14,0.09,0.02,0.16,0.07,0.05,0.04,0.07,0.05,0.03
神奈川県13区,神奈川県,14,13,大和市、座間市、海老名市,6,中道改革連合、無所属、日本維新の会、共産党、自民党、参政党,9237337,7700000,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.37,0.22,0.3,0.03,0.08,大都市,0.95,0.0,0.18,0.82,高,5400000,0.027,0.5,製造業、情報通信、商業,人口集中、高齢化の加速、基地問題,104.0,0.28,0.552,0.53,0.541,0.3,0.18,0.11,0.08,0.07,0.06,0.03,0.17,0.34,0.4,0.26,0.27,0.44,0.29,0.38,子育て・教育,都市インフラ・交通,医療・高齢者福祉,0.25,0.25,0.07,0.15,0.05,0.08,0.05,0.1,0.13,0.15,0.14,0.09,0.02,0.16,0.07,0.05,0.04,0.07,0.05,0.03
神奈川県14区,神奈川県,14,14,相模原市の一部,3,中道改革連合、自民党、参政党,9237337,7700000,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.37,0.22,0.3,0.03,0.08,大都市,0.95,0.0,0.18,0.82,高,5400000,0.027,0.5,製造業、情報通信、商業,人口集中、高齢化の加速、基地問題,104.0,0.28,0.552,0.53,0.541,0.3,0.18,0.11,0.08,0.07,0.06,0.03,0.17,0.34,0.4,0.26,0.27,0.44,0.29,0.38,子育て・教育,都市インフラ・交通,医療・高齢者福祉,0.25,0.25,0.07,0.15,0.05,0.08,0.05,0.1,0.13,0.15,0.14,0.09,0.02,0.16,0.07,0.05,0.04,0.07,0.05,0.03
神奈川県15区,神奈川県,14,15,相模原市の一部、厚木市,4,中道改革連合、日本維新の会、共産党、自民党,9237337,7700000,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.37,0.22,0.3,0.03,0.08,大都市,0.95,0.0,0.18,0.82,高,5400000,0.027,0.5,製造業、情報通信、商業,人口集中、高齢化の加速、基地問題,104.0,0.28,0.552,0.53,0.541,0.3,0.18,0.11,0.08,0.07,0.06,0.03,0.17,0.34,0.4,0.26,0.27,0.44,0.29,0.38,子育て・教育,都市インフラ・交通,医療・高齢者福祉,0.25,0.25,0.07,0.15,0.05,0.08,0.05,0.1,0.13,0.15,0.14,0.09,0.02,0.16,0.07,0.05,0.04,0.07,0.05,0.03
神奈川県16区,神奈川県,14,16,横須賀市、三浦市,5,中道改革連合、無所属、共産党、自民党、参政党,9237337,7700000,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.37,0.22,0.3,0.03,0.08,大都市,0.95,0.0,0.18,0.82,高,5400000,0.027,0.5,製造業、情報通信、商業,人口集中、高齢化の加速、基地問題,104.0,0.28,0.552,0.53,0.541,0.3,0.18,0.11,0.08,0.07,0.06,0.03,0.17,0.34,0.4,0.26,0.27,0.44,0.29,0.38,子育て・教育,都市インフラ・交通,医療・高齢者福祉,0.25,0.25,0.07,0.15,0.05,0.08,0.05,0.1,0.13,0.15,0.14,0.09,0.02,0.16,0.07,0.05,0.04,0.07,0.05,0.03
神奈川県17区,神奈川県,14,17,小田原市、南足柄市、足柄地方,5,中道改革連合、国民民主党、共産党、自民党、参政党,9237337,7700000,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.37,0.22,0.3,0.03,0.08,大都市,0.95,0.0,0.18,0.82,高,5400000,0.027,0.5,製造業、情報通信、商業,人口集中、高齢化の加速、基地問題,104.0,0.28,0.552,0.53,0.541,0.3,0.18,0.11,0.08,0.07,0.06,0.03,0.17,0.34,0.4,0.26,0.27,0.44,0.29,0.38,子育て・教育,都市インフラ・交通,医療・高齢者福祉,0.25,0.25,0.07,0.15,0.05,0.08,0.05,0.1,0.13,0.15,0.14,0.09,0.02,0.16,0.07,0.05,0.04,0.07,0.05,0.03
新潟県1区,新潟県,15,1,新潟市中央区、東区、西区,3,中道改革連合、共産党、自民党,2201272,1930000,0.1,0.1,0.13,0.14,0.17,0.36,0.48,0.52,0.29,0.21,0.28,0.12,0.1,中核市,0.52,0.05,0.27,0.68,中,4050000,0.027,0.32,稲作農業、金属加工、食品製造,人口減少、豪雪対策、若者流出,95.0,0.36,0.568,0.542,0.555,0.36,0.18,0.06,0.08,0.06,0.05,0.03,0.18,0.42,0.38,0.2,0.25,0.44,0.31,0.3,農業振興（米作）,柏崎刈羽原発再稼働問題,人口減少対策,0.22,0.2,0.1,0.08,0.12,0.18,0.03,0.07,0.06,0.08,0.11,0.08,0.12,0.26,0.07,0.05,0.02,0.06,0.05,0.04
新潟県2区,新潟県,15,2,新潟市北区、江南区、秋葉区,4,国民民主党、日本維新の会、自民党、れいわ新選組,2201272,1930000,0.1,0.1,0.13,0.14,0.17,0.36,0.48,0.52,0.29,0.21,0.28,0.12,0.1,中核市,0.52,0.05,0.27,0.68,中,4050000,0.027,0.32,稲作農業、金属加工、食品製造,人口減少、豪雪対策、若者流出,95.0,0.36,0.568,0.542,0.555,0.36,0.18,0.06,0.08,0.06,0.05,0.03,0.18,0.42,0.38,0.2,0.25,0.44,0.31,0.3,農業振興（米作）,柏崎刈羽原発再稼働問題,人口減少対策,0.22,0.2,0.1,0.08,0.12,0.18,0.03,0.07,0.06,0.08,0.11,0.08,0.12,0.26,0.07,0.05,0.02,0.06,0.05,0.04
新潟県3区,新潟県,15,3,三条市、燕市、加茂市,2,国民民主党、無所属,2201272,1930000,0.1,0.1,0.13,0.14,0.17,0.36,0.48,0.52,0.29,0.21,0.28,0.12,0.1,中核市,0.52,0.05,0.27,0.68,中,4050000,0.027,0.32,稲作農業、金属加工、食品製造,人口減少、豪雪対策、若者流出,95.0,0.36,0.568,0.542,0.555,0.36,0.18,0.06,0.08,0.06,0.05,0.03,0.18,0.42,0.38,0.2,0.25,0.44,0.31,0.3,農業振興（米作）,柏崎刈羽原発再稼働問題,人口減少対策,0.22,0.2,0.1,0.08,0.12,0.18,0.03,0.07,0.06,0.08,0.11,0.08,0.12,0.26,0.07,0.05,0.02,0.06,0.05,0.04
新潟県4区,新潟県,15,4,長岡市、柏崎市,5,中道改革連合、日本維新の会、自民党、みらい、参政党,2201272,1930000,0.1,0.1,0.13,0.14,0.17,0.36,0.48,0.52,0.29,0.21,0.28,0.12,0.1,中核市,0.52,0.05,0.27,0.68,中,4050000,0.027,0.32,稲作農業、金属加工、食品製造,人口減少、豪雪対策、若者流出,95.0,0.36,0.568,0.542,0.555,0.36,0.18,0.06,0.08,0.06,0.05,0.03,0.18,0.42,0.38,0.2,0.25,0.44,0.31,0.3,農業振興（米作）,柏崎刈羽原発再稼働問題,人口減少対策,0.22,0.2,0.1,0.08,0.12,0.18,0.03,0.07,0.06,0.08,0.11,0.08,0.12,0.26,0.07,0.05,0.02,0.06,0.05,0.04
新潟県5区,新潟県,15,5,上越市、糸魚川市、妙高市,4,中道改革連合、日本維新の会、共産党、自民党,2201272,1930000,0.1,0.1,0.13,0.14,0.17,0.36,0.48,0.52,0.29,0.21,0.28,0.12,0.1,中核市,0.52,0.05,0.27,0.68,中,4050000,0.027,0.32,稲作農業、金属加工、食品製造,人口減少、豪雪対策、若者流出,95.0,0.36,0.568,0.542,0.555,0.36,0.18,0.06,0.08,0.06,0.05,0.03,0.18,0.42,0.38,0.2,0.25,0.44,0.31,0.3,農業振興（米作）,柏崎刈羽原発再稼働問題,人口減少対策,0.22,0.2,0.1,0.08,0.12,0.18,0.03,0.07,0.06,0.08,0.11,0.08,0.12,0.26,0.07,0.05,0.02,0.06,0.05,0.04
新潟県6区,新潟県,15,6,新潟県第6区エリア,6,中道改革連合、国民民主党、共産党、自民党、参政党、諸派,2201272,1930000,0.1,0.1,0.13,0.14,0.17,0.36,0.48,0.52,0.29,0.21,0.28,0.12,0.1,中核市,0.52,0.05,0.27,0.68,中,4050000,0.027,0.32,稲作農業、金属加工、食品製造,人口減少、豪雪対策、若者流出,95.0,0.36,0.568,0.542,0.555,0.36,0.18,0.06,0.08,0.06,0.05,0.03,0.18,0.42,0.38,0.2,0.25,0.44,0.31,0.3,農業振興（米作）,柏崎刈羽原発再稼働問題,人口減少対策,0.22,0.2,0.1,0.08,0.12,0.18,0.03,0.07,0.06,0.08,0.11,0.08,0.12,0.26,0.07,0.05,0.02,0.06,0.05,0.04
富山県1区,富山県,16,1,富山市,5,国民民主党、共産党、自民党、参政党、社民党,1034814,900000,0.1,0.1,0.14,0.14,0.16,0.36,0.48,0.52,0.27,0.21,0.28,0.14,0.1,地方都市,0.53,0.02,0.35,0.63,中,4500000,0.019,0.36,医薬品製造、アルミ加工、機械製造,人口減少、製造業の高度化、豪雪対策,96.0,0.35,0.546,0.52,0.533,0.45,0.12,0.07,0.06,0.05,0.04,0.03,0.18,0.53,0.33,0.14,0.21,0.43,0.36,0.2,製薬・製造業振興,人口減少対策,北陸新幹線の活用,0.27,0.22,0.05,0.1,0.05,0.2,0.03,0.08,0.06,0.09,0.14,0.09,0.08,0.24,0.07,0.05,0.02,0.07,0.04,0.05
富山県2区,富山県,16,2,高岡市、氷見市、小矢部市,4,中道改革連合、共産党、自民党、参政党,1034814,900000,0.1,0.1,0.14,0.14,0.16,0.36,0.48,0.52,0.27,0.21,0.28,0.14,0.1,地方都市,0.53,0.02,0.35,0.63,中,4500000,0.019,0.36,医薬品製造、アルミ加工、機械製造,人口減少、製造業の高度化、豪雪対策,96.0,0.35,0.546,0.52,0.533,0.45,0.12,0.07,0.06,0.05,0.04,0.03,0.18,0.53,0.33,0.14,0.21,0.43,0.36,0.2,製薬・製造業振興,人口減少対策,北陸新幹線の活用,0.27,0.22,0.05,0.1,0.05,0.2,0.03,0.08,0.06,0.09,0.14,0.09,0.08,0.24,0.07,0.05,0.02,0.07,0.04,0.05
富山県3区,富山県,16,3,魚津市、滑川市、黒部市,4,中道改革連合、国民民主党、共産党、自民党,1034814,900000,0.1,0.1,0.14,0.14,0.16,0.36,0.48,0.52,0.27,0.21,0.28,0.14,0.1,地方都市,0.53,0.02,0.35,0.63,中,4500000,0.019,0.36,医薬品製造、アルミ加工、機械製造,人口減少、製造業の高度化、豪雪対策,96.0,0.35,0.546,0.52,0.533,0.45,0.12,0.07,0.06,0.05,0.04,0.03,0.18,0.53,0.33,0.14,0.21,0.43,0.36,0.2,製薬・製造業振興,人口減少対策,北陸新幹線の活用,0.27,0.22,0.05,0.1,0.05,0.2,0.03,0.08,0.06,0.09,0.14,0.09,0.08,0.24,0.07,0.05,0.02,0.07,0.04,0.05
石川県1区,石川県,17,1,金沢市の一部,5,中道改革連合、国民民主党、日本保守党、共産党、自民党,1132526,970000,0.12,0.11,0.14,0.14,0.16,0.33,0.48,0.52,0.32,0.21,0.28,0.1,0.09,中核市,0.62,0.02,0.27,0.71,中,4350000,0.021,0.4,機械製造、繊維、観光業,能登地域過疎化、伝統工芸の後継者不足、震災復興,96.5,0.33,0.528,0.506,0.517,0.44,0.12,0.07,0.06,0.05,0.04,0.03,0.19,0.52,0.34,0.14,0.2,0.43,0.37,0.21,能登半島地震からの復興,観光産業振興,人口減少対策,0.2,0.18,0.05,0.08,0.05,0.19,0.03,0.22,0.08,0.09,0.13,0.08,0.07,0.23,0.08,0.05,0.04,0.06,0.05,0.04
石川県2区,石川県,17,2,金沢市の一部、白山市,4,中道改革連合、国民民主党、自民党、参政党,1132526,970000,0.12,0.11,0.14,0.14,0.16,0.33,0.48,0.52,0.32,0.21,0.28,0.1,0.09,中核市,0.62,0.02,0.27,0.71,中,4350000,0.021,0.4,機械製造、繊維、観光業,能登地域過疎化、伝統工芸の後継者不足、震災復興,96.5,0.33,0.528,0.506,0.517,0.44,0.12,0.07,0.06,0.05,0.04,0.03,0.19,0.52,0.34,0.14,0.2,0.43,0.37,0.21,能登半島地震からの復興,観光産業振興,人口減少対策,0.2,0.18,0.05,0.08,0.05,0.19,0.03,0.22,0.08,0.09,0.13,0.08,0.07,0.23,0.08,0.05,0.04,0.06,0.05,0.04
石川県3区,石川県,17,3,小松市、加賀市、能美市,3,中道改革連合、国民民主党、自民党,1132526,970000,0.12,0.11,0.14,0.14,0.16,0.33,0.48,0.52,0.32,0.21,0.28,0.1,0.09,中核市,0.62,0.02,0.27,0.71,中,4350000,0.021,0.4,機械製造、繊維、観光業,能登地域過疎化、伝統工芸の後継者不足、震災復興,96.5,0.33,0.528,0.506,0.517,0.44,0.12,0.07,0.06,0.05,0.04,0.03,0.19,0.52,0.34,0.14,0.2,0.43,0.37,0.21,能登半島地震からの復興,観光産業振興,人口減少対策,0.2,0.18,0.05,0.08,0.05,0.19,0.03,0.22,0.08,0.09,0.13,0.08,0.07,0.23,0.08,0.05,0.04,0.06,0.05,0.04
福井県1区,福井県,18,1,福井市、あわら市,4,中道改革連合、国民民主党、共産党、自民党,766863,660000,0.1,0.11,0.14,0.14,0.16,0.35,0.48,0.52,0.26,0.2,0.28,0.15,0.11,地方都市,0.48,0.03,0.33,0.64,中,4400000,0.018,0.35,眼鏡製造、繊維、原子力関連,人口減少、原発依存経済、若者流出,95.5,0.34,0.558,0.532,0.545,0.46,0.11,0.07,0.06,0.05,0.04,0.03,0.18,0.55,0.32,0.13,0.22,0.44,0.34,0.18,原子力発電所と地域経済,北陸新幹線延伸効果,人口減少対策,0.25,0.2,0.05,0.12,0.1,0.18,0.03,0.07,0.06,0.09,0.13,0.09,0.09,0.24,0.08,0.05,0.02,0.07,0.04,0.04
福井県2区,福井県,18,2,敦賀市、小浜市、越前市,3,共産党、自民党、参政党,766863,660000,0.1,0.11,0.14,0.14,0.16,0.35,0.48,0.52,0.26,0.2,0.28,0.15,0.11,地方都市,0.48,0.03,0.33,0.64,中,4400000,0.018,0.35,眼鏡製造、繊維、原子力関連,人口減少、原発依存経済、若者流出,95.5,0.34,0.558,0.532,0.545,0.46,0.11,0.07,0.06,0.05,0.04,0.03,0.18,0.55,0.32,0.13,0.22,0.44,0.34,0.18,原子力発電所と地域経済,北陸新幹線延伸効果,人口減少対策,0.25,0.2,0.05,0.12,0.1,0.18,0.03,0.07,0.06,0.09,0.13,0.09,0.09,0.24,0.08,0.05,0.02,0.07,0.04,0.04
山梨県1区,山梨県,19,1,甲府市、笛吹市、山梨市,3,国民民主党、自民党、参政党,809974,700000,0.1,0.11,0.14,0.14,0.16,0.35,0.49,0.51,0.3,0.21,0.29,0.1,0.1,地方都市,0.52,0.05,0.28,0.67,中,4200000,0.024,0.35,果樹農業、宝飾加工、観光業,人口減少、交通アクセス、産業多角化,96.0,0.33,0.53,0.51,0.52,0.38,0.16,0.08,0.07,0.06,0.04,0.03,0.18,0.44,0.37,0.19,0.21,0.43,0.36,0.28,リニア中央新幹線,人口減少・過疎化,観光・ワイン産業,0.25,0.2,0.05,0.08,0.08,0.2,0.03,0.11,0.06,0.09,0.12,0.08,0.11,0.25,0.07,0.05,0.02,0.06,0.05,0.04
山梨県2区,山梨県,19,2,甲斐市、韮崎市、富士吉田市,5,中道改革連合、無所属、共産党、自民党、参政党,809974,700000,0.1,0.11,0.14,0.14,0.16,0.35,0.49,0.51,0.3,0.21,0.29,0.1,0.1,地方都市,0.52,0.05,0.28,0.67,中,4200000,0.024,0.35,果樹農業、宝飾加工、観光業,人口減少、交通アクセス、産業多角化,96.0,0.33,0.53,0.51,0.52,0.38,0.16,0.08,0.07,0.06,0.04,0.03,0.18,0.44,0.37,0.19,0.21,0.43,0.36,0.28,リニア中央新幹線,人口減少・過疎化,観光・ワイン産業,0.25,0.2,0.05,0.08,0.08,0.2,0.03,0.11,0.06,0.09,0.12,0.08,0.11,0.25,0.07,0.05,0.02,0.06,0.05,0.04
長野県1区,長野県,20,1,長野市、須坂市、千曲市,4,中道改革連合、日本保守党、自民党、参政党,2048011,1790000,0.1,0.1,0.14,0.14,0.16,0.36,0.49,0.51,0.28,0.22,0.28,0.12,0.1,地方都市,0.5,0.06,0.28,0.66,中,4250000,0.023,0.34,精密機械製造、観光業、農業,人口減少、中山間地過疎化、製造業構造転換,96.0,0.35,0.578,0.552,0.565,0.34,0.18,0.07,0.08,0.07,0.05,0.03,0.18,0.4,0.38,0.22,0.26,0.44,0.3,0.32,観光産業振興,農業振興,人口減少・中山間地域対策,0.23,0.2,0.05,0.1,0.1,0.18,0.03,0.11,0.06,0.08,0.12,0.08,0.11,0.26,0.07,0.05,0.02,0.06,0.05,0.04
長野県2区,長野県,20,2,松本市、塩尻市、安曇野市,3,中道改革連合、国民民主党、自民党,2048011,1790000,0.1,0.1,0.14,0.14,0.16,0.36,0.49,0.51,0.28,0.22,0.28,0.12,0.1,地方都市,0.5,0.06,0.28,0.66,中,4250000,0.023,0.34,精密機械製造、観光業、農業,人口減少、中山間地過疎化、製造業構造転換,96.0,0.35,0.578,0.552,0.565,0.34,0.18,0.07,0.08,0.07,0.05,0.03,0.18,0.4,0.38,0.22,0.26,0.44,0.3,0.32,観光産業振興,農業振興,人口減少・中山間地域対策,0.23,0.2,0.05,0.1,0.1,0.18,0.03,0.11,0.06,0.08,0.12,0.08,0.11,0.26,0.07,0.05,0.02,0.06,0.05,0.04
長野県3区,長野県,20,3,上田市、佐久市、小諸市,4,中道改革連合、国民民主党、共産党、自民党,2048011,1790000,0.1,0.1,0.14,0.14,0.16,0.36,0.49,0.51,0.28,0.22,0.28,0.12,0.1,地方都市,0.5,0.06,0.28,0.66,中,4250000,0.023,0.34,精密機械製造、観光業、農業,人口減少、中山間地過疎化、製造業構造転換,96.0,0.35,0.578,0.552,0.565,0.34,0.18,0.07,0.08,0.07,0.05,0.03,0.18,0.4,0.38,0.22,0.26,0.44,0.3,0.32,観光産業振興,農業振興,人口減少・中山間地域対策,0.23,0.2,0.05,0.1,0.1,0.18,0.03,0.11,0.06,0.08,0.12,0.08,0.11,0.26,0.07,0.05,0.02,0.06,0.05,0.04
長野県4区,長野県,20,4,伊那市、駒ヶ根市、飯田市,4,中道改革連合、共産党、自民党、参政党,2048011,1790000,0.1,0.1,0.14,0.14,0.16,0.36,0.49,0.51,0.28,0.22,0.28,0.12,0.1,地方都市,0.5,0.06,0.28,0.66,中,4250000,0.023,0.34,精密機械製造、観光業、農業,人口減少、中山間地過疎化、製造業構造転換,96.0,0.35,0.578,0.552,0.565,0.34,0.18,0.07,0.08,0.07,0.05,0.03,0.18,0.4,0.38,0.22,0.26,0.44,0.3,0.32,観光産業振興,農業振興,人口減少・中山間地域対策,0.23,0.2,0.05,0.1,0.1,0.18,0.03,0.11,0.06,0.08,0.12,0.08,0.11,0.26,0.07,0.05,0.02,0.06,0.05,0.04
長野県5区,長野県,20,5,長野県第5区エリア,5,国民民主党、日本維新の会、共産党、自民党、参政党,2048011,1790000,0.1,0.1,0.14,0.14,0.16,0.36,0.49,0.51,0.28,0.22,0.28,0.12,0.1,地方都市,0.5,0.06,0.28,0.66,中,4250000,0.023,0.34,精密機械製造、観光業、農業,人口減少、中山間地過疎化、製造業構造転換,96.0,0.35,0.578,0.552,0.565,0.34,0.18,0.07,0.08,0.07,0.05,0.03,0.18,0.4,0.38,0.22,0.26,0.44,0.3,0.32,観光産業振興,農業振興,人口減少・中山間地域対策,0.23,0.2,0.05,0.1,0.1,0.18,0.03,0.11,0.06,0.08,0.12,0.08,0.11,0.26,0.07,0.05,0.02,0.06,0.05,0.04
岐阜県1区,岐阜県,21,1,岐阜市、羽島市,4,減税日本、自民党、参政党、社民党,1978742,1690000,0.11,0.11,0.14,0.14,0.16,0.34,0.49,0.51,0.27,0.21,0.3,0.12,0.1,地方都市,0.55,0.02,0.3,0.68,中,4350000,0.023,0.34,自動車部品製造、刃物・陶磁器、航空宇宙,人口減少、製造業の高度化、南北格差,96.0,0.33,0.532,0.51,0.521,0.42,0.12,0.09,0.07,0.05,0.04,0.03,0.18,0.5,0.34,0.16,0.2,0.43,0.37,0.24,製造業振興,人口減少・地域格差,観光振興,0.25,0.2,0.05,0.08,0.07,0.2,0.04,0.11,0.07,0.11,0.14,0.08,0.07,0.22,0.08,0.05,0.02,0.07,0.05,0.04
